# 
# This file contains the parameter values of the Design Points successfully updated by ANSYS Workbench.
# Project name: design_four_front
# Creation date: 10/31/2020 16:02:57
# 
# 10/31/2020 16:02:57
# The parameters defined in the project are:
# ,P1 - cd-op
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1
DP 0,0.010582902
